displayName,printYear,author,printLocation,category,source,textFileURL,nikudMetegFileURL,OCRDataURL,ocrFeDir,displayNameEnglish,authorEnglish,categoryEnglish,printLocationEnglish,underwentBerelUnflagging,fileName,notHumanReviewed
גושפנקא דמלכא (ליקוטים),1861,ר' פארוז קרסינטי,ליוורנו,ליקוטים,ספריית דיקטה,https://files.dicta.org.il/gushpankademalkalikutim/gushpankademalkalikutim__text_files.zip,https://files.dicta.org.il/gushpankademalkalikutim/gushpankademalkalikutim__nikud_meteg_files.zip,https://files.dicta.org.il/gushpankademalkalikutim/gushpankademalkalikutim__ocr_data_html_files.zip,gushpankademalkalikutim,Gushpanka De-Malka (likutim),Pariz Keresinti,likutim,Levorno,,gushpankademalkalikutim,
"גושפנקא דמלכא (רמב""ם)",1861,ר' פארוז קרסינטי,ליוורנו,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,https://files.dicta.org.il/gushpankademalkarambam/gushpankademalkarambam__text_files.zip,https://files.dicta.org.il/gushpankademalkarambam/gushpankademalkarambam__nikud_meteg_files.zip,https://files.dicta.org.il/gushpankademalkarambam/gushpankademalkarambam__ocr_data_html_files.zip,gushpankademalkarambam_EGT,Gushpanka De-Malka (Rambam),Pariz Keresinti,Commentaries on the Rambam,Levorno,,gushpankademalkarambam,
"גושפנקא דמלכא (ש""ס)",1861,ר' פארוז קרסינטי,ליוורנו,"מפרש הש""ס )אחרונים",ספריית דיקטה,https://files.dicta.org.il/gushpankademalkashas/gushpankademalkashas__text_files.zip,https://files.dicta.org.il/gushpankademalkashas/gushpankademalkashas__nikud_meteg_files.zip,https://files.dicta.org.il/gushpankademalkashas/gushpankademalkashas__ocr_data_html_files.zip,gushpankademalkashas,Gushpanka De-Malka (shas),Pariz Keresinti,Acharonim on Talmud Bavli,Levorno,,gushpankademalkashas,
"האדמו""ר הזקן",1875,רבי שניאור זלמן מליאדי,ווארשא,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/haadmorhazaken/haadmorhazaken__text_files.zip,https://files.dicta.org.il/haadmorhazaken/haadmorhazaken__nikud_meteg_files.zip,https://files.dicta.org.il/haadmorhazaken/haadmorhazaken__ocr_data_html_files.zip,haadmorhazaken,Haadmor Hazaken,rabbi shneur zalman of liadi,Responsa,Warsaw,,haadmorhazaken,
האגור,1884,רבי יעקב לנדא,פיעטרקוב,ספרי הלכה ומנהג,,https://files.dicta.org.il/haagur/haagur__text_files.zip,https://files.dicta.org.il/haagur/haagur__nikud_meteg_files.zip,https://files.dicta.org.il/haagur/haagur__ocr_data_html_files.zip,haagur_EGT,Ha'Agur,Jacob Landa,Halakha,Piotrkow,,haagur,
האמונה והבטחון,1842,"מיוחס לרמב""ן",וורשה,ספרי מחשבה ומוסר (ראשונים),ספריית דיקטה,https://files.dicta.org.il/haemunavehabitachon/haemunavehabitachon__text_files.zip,https://files.dicta.org.il/haemunavehabitachon/haemunavehabitachon__nikud_meteg_files.zip,https://files.dicta.org.il/haemunavehabitachon/haemunavehabitachon__ocr_data_html_files.zip,haemunavehabitachon_EGT,Haemuna Vehabitachon,Attributed to Ramban,Mussar and Jewish Thought,Warsaw,,haemunavehabitachon,
הפלאה - קונטרס אחרון (כתובות),1861,הרב פנחס הלוי איש הורוויץ,ווארשא,מפרשים וחיבורים סביב שולחן ערוך,ספריית דיקטה,https://files.dicta.org.il/haflaahkuntresacharon/haflaahkuntresacharon__text_files.zip,https://files.dicta.org.il/haflaahkuntresacharon/haflaahkuntresacharon__nikud_meteg_files.zip,https://files.dicta.org.il/haflaahkuntresacharon/haflaahkuntresacharon__ocr_data_html_files.zip,haflaahkuntresacharon,Hafla’ah – Kuntres Acharon,Rabbi Pinchas HaLevi Horowitz,Commentaries on Shulchan Aruch,Warsaw,,haflaahkuntresacharon,
הפלאה שבערכין,1905,"רבינוביץ, חיים בן יצחק אייזיק",וילנה,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/haflaahshebaarakhin/haflaahshebaarakhin__text_files.zip,https://files.dicta.org.il/haflaahshebaarakhin/haflaahshebaarakhin__nikud_meteg_files.zip,https://files.dicta.org.il/haflaahshebaarakhin/haflaahshebaarakhin__ocr_data_html_files.zip,haflaahshebaarakhin,Hafla'ah ShebaArakhin,Yitzhak Isaac Halevy (Rabinowitz),Acharonim on Talmud Bavli,Vilna,,haflaahshebaarakhin,
"הגהות שו""ת רבינו משולם איגרא",1885,,וורשה,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/hagahotshutrabeinumeshulamigra/hagahotshutrabeinumeshulamigra__text_files.zip,https://files.dicta.org.il/hagahotshutrabeinumeshulamigra/hagahotshutrabeinumeshulamigra__nikud_meteg_files.zip,https://files.dicta.org.il/hagahotshutrabeinumeshulamigra/hagahotshutrabeinumeshulamigra__ocr_data_html_files.zip,hagahotshutrabeinumeshulamigra,Hagahot Shut Rabeinu Meshulam Igra,,Responsa,Warsaw,,hagahotshutrabeinumeshulamigra,
הלכות קטנות א,1897,רבי יעקב ישראל חגיז,קארקא,"שו""ת",,https://files.dicta.org.il/halachotketanot1/halachotketanot1__text_files.zip,https://files.dicta.org.il/halachotketanot1/halachotketanot1__nikud_meteg_files.zip,https://files.dicta.org.il/halachotketanot1/halachotketanot1__ocr_data_html_files.zip,halachotketanot1_EGT,Halachot Ketanot 1,Jacob Hagiz,Responsa,Krakow,,halachotketanot1,
הלכות קטנות ב,1897,רבי יעקב ישראל חגיז,קארקא,"שו""ת",,https://files.dicta.org.il/halachotketanot2/halachotketanot2__text_files.zip,https://files.dicta.org.il/halachotketanot2/halachotketanot2__nikud_meteg_files.zip,https://files.dicta.org.il/halachotketanot2/halachotketanot2__ocr_data_html_files.zip,halachotketanot2_EGT,Halachot Ketanot 2,Jacob Hagiz,Responsa,Krakow,,halachotketanot2,
"הליכות אליהו (רמב""ם)",1932,ר' אליהו פיינשטיין,ווילנה,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,https://files.dicta.org.il/halichoteliyahurambam/halichoteliyahurambam__text_files.zip,https://files.dicta.org.il/halichoteliyahurambam/halichoteliyahurambam__nikud_meteg_files.zip,https://files.dicta.org.il/halichoteliyahurambam/halichoteliyahurambam__ocr_data_html_files.zip,halichoteliyahurambam_EGT,Halichot Eliyahu (Rambam),Eliyahu Feinstein,Commentaries on the Rambam,Vilna,,halichoteliyahurambam,
הליכות אליהו על השולחן ערוך,1932,ר' אליהו פיינשטיין,וילנא,מפרשים וחיבורים סביב שולחן ערוך,ספריית דיקטה,https://files.dicta.org.il/halichoteliyahushulchanaruch/halichoteliyahushulchanaruch__text_files.zip,https://files.dicta.org.il/halichoteliyahushulchanaruch/halichoteliyahushulchanaruch__nikud_meteg_files.zip,https://files.dicta.org.il/halichoteliyahushulchanaruch/halichoteliyahushulchanaruch__ocr_data_html_files.zip,halichoteliyahushulchanaruch,Hilchot Eliyahu Shulchan Aruch,Eliyahu Feinstein,Commentaries on Shulchan Aruch,Vilna,,halichoteliyahushulchanaruch,
המקנה,1860,הרב פנחס הלוי איש הורוויץ,לעמבערג,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/hamakneh/hamakneh__text_files.zip,https://files.dicta.org.il/hamakneh/hamakneh__nikud_meteg_files.zip,https://files.dicta.org.il/hamakneh/hamakneh__ocr_data_html_files.zip,hamakneh,Ha-Makneh,Rabbi Pinchas HaLevi Horowitz,Acharonim on Talmud Bavli,Lamberg,,hamakneh,
המקנה - קונטרס אחרון,1860,הרב פנחס הלוי איש הורוויץ,לעמבערג,מפרשים וחיבורים סביב שולחן ערוך,ספריית דיקטה,https://files.dicta.org.il/hamaknehkuntresacharon/hamaknehkuntresacharon__text_files.zip,https://files.dicta.org.il/hamaknehkuntresacharon/hamaknehkuntresacharon__nikud_meteg_files.zip,https://files.dicta.org.il/hamaknehkuntresacharon/hamaknehkuntresacharon__ocr_data_html_files.zip,hamaknehkuntresacharon,Ha-Makneh – Kuntres Acharon,Rabbi Pinchas HaLevi Horowitz,Commentaries on Shulchan Aruch,Lamberg,,hamaknehkuntresacharon,
המדרש והמעשה במדבר,1923,"ליבשיץ, יחזקאל בן הילל אריה ליב",פיוטרקוב,"מפרשי תנ""ך",ספריית דיקטה,https://files.dicta.org.il/hamedrashvhamaasehbamidbar/hamedrashvhamaasehbamidbar__text_files.zip,https://files.dicta.org.il/hamedrashvhamaasehbamidbar/hamedrashvhamaasehbamidbar__nikud_meteg_files.zip,https://files.dicta.org.il/hamedrashvhamaasehbamidbar/hamedrashvhamaasehbamidbar__ocr_data_html_files.zip,hamedrashvhamaasehbamidbar,haMedrash V'Hamaaseh Bamidbar,Yechezkel Livshitz,Bible Commentaries,Piotrkow,,hamedrashvhamaasehbamidbar,
המדרש והמעשה בראשית,1906,"ליבשיץ, יחזקאל בן הילל אריה ליב",פיוטרקוב,"מפרשי תנ""ך",ספריית דיקטה,https://files.dicta.org.il/hamedrashvhamaasehbershit/hamedrashvhamaasehbershit__text_files.zip,https://files.dicta.org.il/hamedrashvhamaasehbershit/hamedrashvhamaasehbershit__nikud_meteg_files.zip,https://files.dicta.org.il/hamedrashvhamaasehbershit/hamedrashvhamaasehbershit__ocr_data_html_files.zip,hamedrashvhamaasehbershit,haMedrash V'Hamaaseh Bershit,Yechezkel Livshitz,Bible Commentaries,Piotrkow,,hamedrashvhamaasehbershit,
המדרש והמעשה דברים,1929,"ליבשיץ, יחזקאל בן הילל אריה ליב",פיוטרקוב,"מפרשי תנ""ך",ספריית דיקטה,https://files.dicta.org.il/hamedrashvhamaasehdvarim/hamedrashvhamaasehdvarim__text_files.zip,https://files.dicta.org.il/hamedrashvhamaasehdvarim/hamedrashvhamaasehdvarim__nikud_meteg_files.zip,https://files.dicta.org.il/hamedrashvhamaasehdvarim/hamedrashvhamaasehdvarim__ocr_data_html_files.zip,hamedrashvhamaasehdvarim,haMedrash V'Hamaaseh Dvarim,Yechezkel Livshitz,Bible Commentaries,Piotrkow,,hamedrashvhamaasehdvarim,
המדרש והמעשה שמות,1906,"ליבשיץ, יחזקאל בן הילל אריה ליב",פיוטרקוב,"מפרשי תנ""ך",ספריית דיקטה,https://files.dicta.org.il/hamedrashvhamaasehshemot/hamedrashvhamaasehshemot__text_files.zip,https://files.dicta.org.il/hamedrashvhamaasehshemot/hamedrashvhamaasehshemot__nikud_meteg_files.zip,https://files.dicta.org.il/hamedrashvhamaasehshemot/hamedrashvhamaasehshemot__ocr_data_html_files.zip,hamedrashvhamaasehshemot,haMedrash V'Hamaaseh Shemot,Yechezkel Livshitz,Bible Commentaries,Piotrkow,,hamedrashvhamaasehshemot,
המדרש והמעשה ויקרא,1910,"ליבשיץ, יחזקאל בן הילל אריה ליב",פיוטרקוב,"מפרשי תנ""ך",ספריית דיקטה,https://files.dicta.org.il/hamedrashvhamaasehvaykra/hamedrashvhamaasehvaykra__text_files.zip,https://files.dicta.org.il/hamedrashvhamaasehvaykra/hamedrashvhamaasehvaykra__nikud_meteg_files.zip,https://files.dicta.org.il/hamedrashvhamaasehvaykra/hamedrashvhamaasehvaykra__ocr_data_html_files.zip,hamedrashvhamaasehvaykra,haMedrash V'Hamaaseh Vaykra,Yechezkel Livshitz,Bible Commentaries,Piotrkow,,hamedrashvhamaasehvaykra,
חנה אריאל במדבר,1912,"אפשטיין, יצחק אייזיק בן מרדכי הלוי",ברדיטשוב,דרשות,ספריית דיקטה,https://files.dicta.org.il/hanaharielbamidbar/hanaharielbamidbar__text_files.zip,https://files.dicta.org.il/hanaharielbamidbar/hanaharielbamidbar__nikud_meteg_files.zip,https://files.dicta.org.il/hanaharielbamidbar/hanaharielbamidbar__ocr_data_html_files.zip,hanaharielbamidbar,Hanah Ariel Bamidbar,Yitzhak Isaac Epstein,Derashot,Berdichev,,hanaharielbamidbar,
חנה אריאל בראשית,1912,"אפשטיין, יצחק אייזיק בן מרדכי הלוי",ברדיטשוב,דרשות,ספריית דיקטה,https://files.dicta.org.il/hanaharielbershit/hanaharielbershit__text_files.zip,https://files.dicta.org.il/hanaharielbershit/hanaharielbershit__nikud_meteg_files.zip,https://files.dicta.org.il/hanaharielbershit/hanaharielbershit__ocr_data_html_files.zip,hanaharielbershit,Hanah Ariel Bershit,Yitzhak Isaac Epstein,Derashot,Berdichev,,hanaharielbershit,
חנה אריאל דברים,1912,"אפשטיין, יצחק אייזיק בן מרדכי הלוי",ברדיטשוב,דרשות,ספריית דיקטה,https://files.dicta.org.il/hanaharieldvarim/hanaharieldvarim__text_files.zip,https://files.dicta.org.il/hanaharieldvarim/hanaharieldvarim__nikud_meteg_files.zip,https://files.dicta.org.il/hanaharieldvarim/hanaharieldvarim__ocr_data_html_files.zip,hanaharieldvarim,Hanah Ariel Dvarim,Yitzhak Isaac Epstein,Derashot,Berdichev,,hanaharieldvarim,
חנה אריאל שמות,1912,"אפשטיין, יצחק אייזיק בן מרדכי הלוי",ברדיטשוב,דרשות,ספריית דיקטה,https://files.dicta.org.il/hanaharielshemot/hanaharielshemot__text_files.zip,https://files.dicta.org.il/hanaharielshemot/hanaharielshemot__nikud_meteg_files.zip,https://files.dicta.org.il/hanaharielshemot/hanaharielshemot__ocr_data_html_files.zip,hanaharielshemot,Hanah Ariel Shemot,Yitzhak Isaac Epstein,Derashot,Berdichev,,hanaharielshemot,
חנה אריאל ויקרא,1912,"אפשטיין, יצחק אייזיק בן מרדכי הלוי",ברדיטשוב,דרשות,ספריית דיקטה,https://files.dicta.org.il/hanaharielvayikra/hanaharielvayikra__text_files.zip,https://files.dicta.org.il/hanaharielvayikra/hanaharielvayikra__nikud_meteg_files.zip,https://files.dicta.org.il/hanaharielvayikra/hanaharielvayikra__ocr_data_html_files.zip,hanaharielvayikra,Hanah Ariel Vayikra,Yitzhak Isaac Epstein,Derashot,Berdichev,,hanaharielvayikra,
הרי בשמים,1883,רבי אריה ליבש הלוי הורוויץ,לבוב,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/hareibesamim/hareibesamim__text_files.zip,https://files.dicta.org.il/hareibesamim/hareibesamim__nikud_meteg_files.zip,https://files.dicta.org.il/hareibesamim/hareibesamim__ocr_data_html_files.zip,hareibesamim_EGT,hareibesamim,"Horowitz, Aryeh Leib ben Isaac,",Responsa,Lvov,,hareibesamim,
"השגות הרז""א על בעלי הנפש",1912,רבי זרחיה הלוי מגירונה,ווילנא,ספרי הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/hassagotrezahbaaleihanefesh/hassagotrezahbaaleihanefesh__text_files.zip,https://files.dicta.org.il/hassagotrezahbaaleihanefesh/hassagotrezahbaaleihanefesh__nikud_meteg_files.zip,https://files.dicta.org.il/hassagotrezahbaaleihanefesh/hassagotrezahbaaleihanefesh__ocr_data_html_files.zip,hassagotrezahbaaleihanefesh,Hassagot Rezah Ba’alei Ha-Nefesh,Zerachiah ben Isaac ha-Levi Gerondi,Halachah and Minhagim,Vilna,,hassagotrezahbaaleihanefesh,
השיב משה חושן משפט,1866,רבי משה טייטלבוים,לעמבערג,"שו""ת",,https://files.dicta.org.il/heshivmoshechoshenmishpat/heshivmoshechoshenmishpat__text_files.zip,https://files.dicta.org.il/heshivmoshechoshenmishpat/heshivmoshechoshenmishpat__nikud_meteg_files.zip,https://files.dicta.org.il/heshivmoshechoshenmishpat/heshivmoshechoshenmishpat__ocr_data_html_files.zip,heshivmoshechoshenmishpat,Heshiv Moshe Choshen Mishpat,rabbi moshe teitelbaum,Responsa,Lemberg,,heshivmoshechoshenmishpat,
השיב משה אבן העזר,1866,רבי משה טייטלבוים,לעמבערג,"שו""ת",,https://files.dicta.org.il/heshivmosheevenhaezer/heshivmosheevenhaezer__text_files.zip,https://files.dicta.org.il/heshivmosheevenhaezer/heshivmosheevenhaezer__nikud_meteg_files.zip,https://files.dicta.org.il/heshivmosheevenhaezer/heshivmosheevenhaezer__ocr_data_html_files.zip,heshivmosheevenhaezer,Heshiv Moshe Even Haezer,rabbi moshe teitelbaum,Responsa,Lemberg,,heshivmosheevenhaezer,
השיב משה אורח חיים,1866,רבי משה טייטלבוים,לעמבערג,"שו""ת",,https://files.dicta.org.il/heshivmosheorachchaim/heshivmosheorachchaim__text_files.zip,https://files.dicta.org.il/heshivmosheorachchaim/heshivmosheorachchaim__nikud_meteg_files.zip,https://files.dicta.org.il/heshivmosheorachchaim/heshivmosheorachchaim__ocr_data_html_files.zip,heshivmosheorachchaim,Heshiv Moshe Orach Chaim,rabbi moshe teitelbaum,Responsa,Lemberg,,heshivmosheorachchaim,
השיב משה יורה דעה,1866,רבי משה טייטלבוים,לעמבערג,"שו""ת",,https://files.dicta.org.il/heshivmosheyorehdeah/heshivmosheyorehdeah__text_files.zip,https://files.dicta.org.il/heshivmosheyorehdeah/heshivmosheyorehdeah__nikud_meteg_files.zip,https://files.dicta.org.il/heshivmosheyorehdeah/heshivmosheyorehdeah__ocr_data_html_files.zip,heshivmosheyorehdeah,Heshiv Moshe Yoreh Deah,rabbi moshe teitelbaum,Responsa,Lemberg,,heshivmosheyorehdeah,
חידוד הלכה,1930,"הלר, אריה בן פינחס משה",בילגורי,ספרי הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/hidudhalakhah/hidudhalakhah__text_files.zip,https://files.dicta.org.il/hidudhalakhah/hidudhalakhah__nikud_meteg_files.zip,https://files.dicta.org.il/hidudhalakhah/hidudhalakhah__ocr_data_html_files.zip,hidudhalakhah,Hidud halakhah,"Heller, Ary ben Pinhas Mosheh",Halachah and Minhagim,Bilgoraj,,hidudhalakhah,
הלכות ברכות לריטב”א,1844,הרב יום טוב בן אברהם אשבילי,ליוורנו,ספרי הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/hilchotberakhotritba/hilchotberakhotritba__text_files.zip,https://files.dicta.org.il/hilchotberakhotritba/hilchotberakhotritba__nikud_meteg_files.zip,https://files.dicta.org.il/hilchotberakhotritba/hilchotberakhotritba__ocr_data_html_files.zip,hilchotberakhotritba,Hilchot Berachot (Ritba),Yom Tov ben Abraham of Seville,Halachah and Minhagim,livorno,,hilchotberakhotritba,
הלכות נדה לרמב”ן,1911,רבי משה בן נחמן ,ווילנא,ספרי הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/hilkhotniddahramban/hilkhotniddahramban__text_files.zip,https://files.dicta.org.il/hilkhotniddahramban/hilkhotniddahramban__nikud_meteg_files.zip,https://files.dicta.org.il/hilkhotniddahramban/hilkhotniddahramban__ocr_data_html_files.zip,hilkhotniddahramban,Hilkhot Niddah (Ramban),Moses ben Nachman,Halachah and Minhagim,Wilna,,hilkhotniddahramban,
אבן עזרא הקצר על שמות,1840,רבי אברהם בן מאיר אִבּן עזרא,פראג,"מפרשי התנ""ך",ספריית דיקטה,https://files.dicta.org.il/ibnezrahakatzar/ibnezrahakatzar__text_files.zip,https://files.dicta.org.il/ibnezrahakatzar/ibnezrahakatzar__nikud_meteg_files.zip,https://files.dicta.org.il/ibnezrahakatzar/ibnezrahakatzar__ocr_data_html_files.zip,ibnezrahakatzar_EGT,Ibn Ezra HaKatzar,Abraham ben Meir Ibn Ezra,Bible Commentaries,Prague,,ibnezrahakatzar,
אגרת התשובה,1859,רבי יונה גירונדי,צ'רנוביץ,מחשבה ומוסר,ספריית דיקטה,https://files.dicta.org.il/iggerethateshuvah/iggerethateshuvah__text_files.zip,https://files.dicta.org.il/iggerethateshuvah/iggerethateshuvah__nikud_meteg_files.zip,https://files.dicta.org.il/iggerethateshuvah/iggerethateshuvah__ocr_data_html_files.zip,iggerethateshuvah,Iggeret haTeshuvah,Jonah ben Abraham Gerondi,Mussar and Jewish Thought,Chernovtsy,,iggerethateshuvah,
