title,author,pubDate,pubPlace,compPlace,compDate,תיאור_חדש,heShortDesc,heDesc,order,Source,type
דברים ניחומים על איכה,אלשיך,ה' שסא,ונציה,,ה' שב - ה' שב (בקירוב),,,פירושו של ר' משה אלשיך על מגילת איכה.,,sefaria,file
דברים רבה,,ה' רעב,איסטנבול,ישראל / בבל התלמודית,ד' תרס,,מדרש על ספר דברים שחובר בארץ ישראל בין המאות השישית לתשיעית.,"""דברים רבה"" הינו מדרש אגדי, או פרשנות דרשנית, על ספר דברים. שלא כמו בראשית רבה, המדרש על דברים אינו מכיל פרשנות עקבית לפסוקי המקרא, אלא מורכב מעשרים וחמש דרשות מלאות ועצמאיות, ועוד שתי דרשות קטועות. הדרשות מסודרות לפי סדר ה'סדרים' – הפרשיות המצויות בספר לפי מחזור הקריאה התלת-שנתי שנהג בארץ ישראל. פתיחתה של כל דרשה בשאלה הלכתית מקשר את המדרש בקשר אמיץ למדרש התנחומא המקורי, אך הביטוי ""ילמדנו רבינו"", הפותח את הדרשות, משמש באופן כה תדיר שהמדרש נקרא לעתים קרובות ""מדרש ילמדנו"". המדרש חובר סביב שנת 900 לספירה.",5.0,sefaria,file
דבש לפי,חיים דוד אזולאי,,,,ה' תקכח - ה' תקכח (בקירוב),,"החלק השני של קונטרס מדבר קדמות של החיד""א.",,,sefaria,file
דגול מרבבה,,,,,,,,,,sefaria,folder
דגול מרבבה על שלחן ערוך אורח חיים,יחזקאל לנדא,ה' תקנד,פראג,,ה' תקי - ה' תקי (בקירוב),,,,,sefaria,file
דגל מחנה אפרים,משה חיים אפרים מסדילקוב,ה' תקע,קוריץ,,ה' תקל - ה' תקל (בקירוב),,"חיבור שכתב במאה ה-18 רבי משה חיים אפרים מסדילקוב, הכולל דרשות על התורה ותורות של סבו הבעל שם טוב.","אחד מספרי היסוד של תורת החסידות, נכתב על ידי ר' משה חיים אפרים מסדילקוב, שהיה נכד של הבעל שם טוב, והודפס על ידי בנו לאחר פטירתו. הספר מכיל הרבה רעיונות שהמחבר שמע ישירות מסבו, ובשל כך הוא מהווה אחד מהמקורות הראשוניים והמהימנים של תורת הבעש""ט. גם נכלל בו חלק מדרשותיו של המחבר שנאמרו בשנים שבהן כיהן כרבה של סדילקוב.",,sefaria,file
דובר צדק,צדוק הכהן רבינוביץ,ה' תרעא,,,ה' תרה - ה' תרה (בקירוב),,דרשות העוסקות במגוון נושאים מהתורה ומהתלמוד.,,,sefaria,file
דינא דגרמי,רמב״ן,ה' רעז,קושטא / קונסטנטינה,,ד' תתקפה - ד' תתקפה (בקירוב),,"מסה קצרה שנכתבה על ידי הרמב""ן במאה ה-13, העוסקת בדיני נזקים עקיפים.",,,sefaria,file
דניאל,,ה' רמח,שונצינו,בבל (עיר),ד' קס - ד' קס (בקירוב),???,"חזיונות נבואיים סתומים המרמזים את מהלך ההיסטוריה, חישוב הקץ ואחרית הימים.","דניאל הוא אחד הספרים שבחטיבת הכתובים שבמקרא. הוא מתוארך לתקופה שבין חורבן בית המקדש הראשון לבניין בית המקדש השני. מחציתו הראשונה של הספר, שרובה כתוב ארמית, כוללת סיפורים על דניאל, יועץ יהודי למלכי בבל, ושלושת חבריו. דניאל פותר חלומות ומפרש מסרים שמיימיים וניצל בנס מכמה ניסיונות להורגו, כגון היחלצותו ללא פגע מגוב אריות. במחצית השנייה של הפר דניאל מתאר חזיונות נבואיים על נפילת האימפריות הגדולות ועל אחרית הימים.",35.0,sefaria,file
דעת זקנים,,,,,,,פירוש שחיברו בעלי התוספות במאות ה-12 וה-13 בעיקר בצרפת ובגרמניה.,,,sefaria,folder
דעת זקנים על במדבר,תוספות,ה' רפד,ונציה,צרפת / גרמניה / איטליה / אנגליה של ימי הביניים,ד' תתס - ד' תתס (בקירוב),,,פירוש לתורה שנלקט מכתבי בעלי התוספות.,,sefaria,file
דעת זקנים על בראשית,תוספות,ה' רפד,ונציה,צרפת / גרמניה / איטליה / אנגליה של ימי הביניים,ד' תתס - ד' תתס (בקירוב),,,פירוש לתורה שנלקט מכתבי בעלי התוספות.,,sefaria,file
דעת זקנים על דברים,תוספות,ה' רפד,ונציה,צרפת / גרמניה / איטליה / אנגליה של ימי הביניים,ד' תתס - ד' תתס (בקירוב),,,פירוש לתורה שנלקט מכתבי בעלי התוספות.,,sefaria,file
דעת זקנים על ויקרא,תוספות,ה' רפד,ונציה,צרפת / גרמניה / איטליה / אנגליה של ימי הביניים,ד' תתס - ד' תתס (בקירוב),,,פירוש לתורה שנלקט מכתבי בעלי התוספות.,,sefaria,file
דעת זקנים על שמות,תוספות,ה' רפד,ונציה,צרפת / גרמניה / איטליה / אנגליה של ימי הביניים,ד' תתס - ד' תתס (בקירוב),,,פירוש לתורה שנלקט מכתבי בעלי התוספות.,,sefaria,file
דעת תבונות,משה חיים לוצאטו,ה' תרנט,ורשה,אמסטרדם,ה' תצה - ה' תצה (בקירוב),,"ויכוח בין השכל לנשמה על משמעות העולם והאנושות, נכתב בשפה ברורה ונגישה.",,,sefaria,file
דפוס וילנא,,,,,,,,"התוספתא (תוספת, השלמה) חופפת לסדרי המשנה, והיא כוללת הלכות ודיונים שלא הוכנסו למשנה. המבנה והתכנים של התוספתא מקבילים לאלה של המשנה, אך על פי רוב התוספתא מפורטת יותר, ולכן היא ארוכה פי שלושה מהמשנה.",,sefaria,folder
דקדוק,,,,,,,,,10.0,sefaria,folder
דרוש חדושי הלבנה,יום-טוב ליפמן הלר,ה' תרכו,וילנה,,ה' שנט - ה' שנט (בקירוב),"עוסק במדרש המתאר את התמעטות הלבנה על ידי הקב""ה בעת הבריאה, שכתב במאה ה-17 בעל התוספות יום טוב.","עוסק במדרש המתאר את התמעטות הלבנה על ידי הקב""ה בעת הבריאה, שכתב במאה ה-17 בעל התוספות יום טוב.","ביאור בענין אסטרונומיה ומיעוט הירח, מאת הרב יום טוב ליפמן הלר, בעל 'תוספות יום טוב'.",,sefaria,file
דרוש על התורה,"מהר""ל",,,,,,,,,sefaria,file
דרישה,יהושע פלק‏ בן אלכסנדר הכהן,ה' שצה - ה' שצה,לובלין,פולין,ה' שנ - ה' שנ (בקירוב),,,,,sefaria,file
דרך המלך,,ה' תשיו,תל אביב,,ה' תרצא,,,,,sefaria,file
דרך חיים,"מהר""ל",ה' שמח,קרקוב,פראג,ה' שלח - ה' שלח (בקירוב),,,"ביאור על פרקי אבות מהמהר""ל מפראג.",,sefaria,file
דרך מצותיך,מנחם מנדל שניאורסון‏,ה' תרע,פולטבה,,ה' תקעג - ה' תקעג (בקירוב),,"פירושים על תרי""ג מצוות ועל תפילות שכתב הצמח צדק, האדמו""ר השלישי של חסידות חב""ד.",,,sefaria,file
דרכי התלמוד,יצחק קנפנטון,ה' רפ,קושטא / קונסטנטינה,,ה' קס - ה' קס (בקירוב),,,מדריך מעשי המתאר את הכללים והמתודולוגיה של התלמוד ואת פירושיו.,,sefaria,file
דרכי ישרים,מנחם מנדל מפרמישלן,ה' תקנד,,,ה' תקכד,,קונטרס קצר מהמאה ה-19 העוסק בחיי צדיקות ובדבקות בה'.,,,sefaria,file
דרכי משה,משה בן ישראל איסרלישׂ,ה' תנא - ה' תנא,זולצבאך,,ה' שה - ה' שה (בקירוב),,,"פירוש הרמ""א לטור, בתחילה נכתב מבלי לדעת שגם ר' יוסף קארו עובד על משהו דומה, וכשהשלים החלק על אורח חיים נודע לו שכבר יצא לאור הספר ""בית יוסף"", ולכן הוא קיצר את ספרו ועשהו מעין השלמה על ה""בית יוסף"". ה""דרכי משה"" שנדפס בדפי הטור הוא גם מקוצר ממה שהוציא המחבר, והפירוש השלם נדפס בסוף הכרך בפני עצמו ברוב מהדורות הטור.",,sefaria,file
דרשת שבת הגדול,"מהר""ל",,,,,,,,,sefaria,file
האלף לך שלמה,שלמה קלוגר,ה' תרע,"למברג, גליציה",,ה' תקפה - ה' תקפה (בקירוב),,"שאלות ותשובות מאת הרב שלמה קלוגר, בן המאה ה-19.",,,sefaria,file
האמונות והדעות,סעדיה גאון,ה' שכב,קושטא / קונסטנטינה,"בגדד, עירק",ד' תרפב - ד' תרפב (בקירוב),חיבור מהמאה ה-10 שכתב רב סעדיה גאון ובו ביקש לתת הוכחות רציונליות לעיקרי האמונה.,חיבור מהמאה ה-10 שכתב רב סעדיה גאון ובו ביקש לתת הוכחות רציונליות לעיקרי האמונה.,עשרה מאמרים על יסודי האמונה והתורה,,sefaria,file
הגדה,,,,,,,"קובץ מדרשים, מזמורי תהילים, ברכות, תפילות ופיוטים שקובץ לשם אמירתו בליל הסדר סביב שולחן החג, ובמרכזו זיכרון סיפור יציאת מצרים.",,10.0,sefaria,folder
הגדה של פסח,,ה' רמב,"גוודלחרה, ספרד",,ד' מ - ד' מ (בקירוב),,,,,sefaria,file
הגדה של פסח עדות המזרח,,,,,ד' תס - ד' תס (בקירוב),,,,,sefaria,file
הגהות,,,,,,,,,,sefaria,folder
הגהות אמרי ברוך,,,,,,,,,,sefaria,folder
הגהות אמרי ברוך על שלחן ערוך חושן משפט,ברוך תאומים-פרנקל,ה' תרמ,וילנה,,ה' תקמ - ה' תקמ (בקירוב),,,,,sefaria,file
הגהות ומראה מקומות,,,,,,,,,,sefaria,folder
הגהות ומראה מקומות על מסכת כלה רבתי,,ה' תרמג,וילנה,,ה' תרלג - ה' תרלג (בקירוב),,,,,sefaria,file
הגהות חדשות על ספר מצוות קטן,יהושע צייטלין,ה' תקסה,ליאדי ,,ה' תקכה - ה' תקכה (בקירוב),,,,,sefaria,file
הגהות חוות יאיר,,,,,,,,,,sefaria,folder
הגהות חוות יאיר על בבא בתרא,יאיר חיים בכרך,ה' תרמג,וילנה,,ה' תמ - ה' תמ (בקירוב),,,,,sefaria,file
הגהות חוות יאיר על בבא מציעא,יאיר חיים בכרך,ה' תרמג,וילנה,,ה' תמ - ה' תמ (בקירוב),,,,,sefaria,file
הגהות חוות יאיר על בבא קמא,יאיר חיים בכרך,ה' תרמג,וילנה,,ה' תמ - ה' תמ (בקירוב),,,,,sefaria,file
הגהות חוות יאיר על ביצה,יאיר חיים בכרך,ה' תרמג,וילנה,,ה' תמ - ה' תמ (בקירוב),,,,,sefaria,file
הגהות חוות יאיר על ברכות,יאיר חיים בכרך,ה' תרמג,וילנה,,ה' תמ - ה' תמ (בקירוב),,,,,sefaria,file
הגהות חוות יאיר על גיטין,יאיר חיים בכרך,ה' תרמג,וילנה,,ה' תמ - ה' תמ (בקירוב),,,,,sefaria,file
הגהות חוות יאיר על חולין,יאיר חיים בכרך,ה' תרמג,וילנה,,ה' תמ - ה' תמ (בקירוב),,,,,sefaria,file
הגהות חוות יאיר על יבמות,יאיר חיים בכרך,ה' תרמג,וילנה,,ה' תמ - ה' תמ (בקירוב),,,,,sefaria,file
הגהות חוות יאיר על יומא,יאיר חיים בכרך,ה' תרמג,וילנה,,ה' תמ - ה' תמ (בקירוב),,,,,sefaria,file
הגהות חוות יאיר על כתובות,יאיר חיים בכרך,ה' תרמג,וילנה,,ה' תמ - ה' תמ (בקירוב),,,,,sefaria,file
הגהות חוות יאיר על מגילה,יאיר חיים בכרך,ה' תרמג,וילנה,,ה' תמ - ה' תמ (בקירוב),,,,,sefaria,file
הגהות חוות יאיר על מועד קטן,יאיר חיים בכרך,ה' תרמג,וילנה,,ה' תמ - ה' תמ (בקירוב),,,,,sefaria,file
הגהות חוות יאיר על מכות,יאיר חיים בכרך,ה' תרמג,וילנה,,ה' תמ - ה' תמ (בקירוב),,,,,sefaria,file
